"","X","ID","day","beep","observationID","missing","Angry","Afraid","Anxious","Guilty","Embarrassed","Ashamed","Sad","Strong","Happy","Confident","Clarity"
"145",145,3,1,11,10,0,0.02,0,0.01,0,0,0,0,0,0.83,1,1
"146",146,3,1,12,11,0,0,0,0,0,0,0,0,0,0.5,0.53,1
"147",147,3,1,13,12,0,0,0,0,0,0.03,0,0,0,0.7,1,1
"148",148,3,1,14,13,0,0,0,0,0,0.01,0,0,0,0.49,1,1
"149",149,3,2,1,14,0,0,0,0,0,0,0,0.26,0,0.47,0.63,1
"150",150,3,2,2,15,0,0,0,0,0,0,0,0,0,0.49,0.7,1
"151",151,3,2,3,16,0,0,0,0,0,0,0,0,0,1,1,1
"152",152,3,2,4,17,0,0,0,0,0,0,0,0,0,0.75,0.76,1
"153",153,3,2,5,18,0,0,0,0,0,0,0,0,0,1,1,1
"154",154,3,2,6,19,0,0,0,0,0,0,0,0,0,0.74,1,1
"155",155,3,2,7,20,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",156,3,2,8,21,0,0,0,0,0,0,0,0,0,0.58,0.86,1
"157",157,3,2,9,22,0,0,0,0.01,0,0,0,0,0,1,1,1
"158",158,3,2,10,23,0,0,0,0,0,0,0.01,0,0,1,1,1
"159",159,3,2,11,24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",160,3,2,12,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",161,3,2,13,26,0,0,0,0,0,0,0,0,0,0.49,0.49,0.94
"162",162,3,2,14,27,0,0,0,0,0.02,0,0,0,0,0.54,1,1
"163",163,3,3,1,28,0,0,0,0,0,0,0,0.02,0,1,1,1
"164",164,3,3,2,29,0,0,0,0,0,0.01,0,0,0,1,1,1
"165",165,3,3,3,30,0,0,0,0,0,0,0,0,0,1,1,1
"166",166,3,3,4,31,0,0,0,0,0,0,0,0,0,1,1,1
"167",167,3,3,5,32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",168,3,3,6,33,0,0,0,0,0,0.02,0,0.08,0,0.95,0.83,1
"169",169,3,3,7,34,0,0.04,0,0,0,0,0.19,0.05,0,0.6,0.67,1
"170",170,3,3,8,35,0,0.04,0,0,0,0,0,0,0,0.94,0.9,0.99
"171",171,3,3,9,36,0,1,0,0,0,0,0,0,0,1,1,1
"172",172,3,3,10,37,0,0,0,0,0,0,0,0,0,0.54,1,1
"173",173,3,3,11,39,0,0.32,0,0,0,0.47,0.51,0,0,0.77,0.69,1
"174",174,3,3,12,40,0,1,0,0,0,0,0,0,0,0.24,0.91,1
"175",175,3,4,1,41,0,0,0,0,0,0,0,0,0,1,1,1
"176",176,3,4,2,42,0,0,0,0,0,0,0,0,0,1,1,1
"177",177,3,4,3,43,0,0,0,0.56,0,0,0,0,0,0.66,0.74,0.68
"178",178,3,4,4,44,0,0,0,0,0,0,0,0,0,0.74,0.74,1
"179",179,3,4,5,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",180,3,4,6,46,0,0.01,0.26,0.18,0,0,0,0,0,0.36,0.6,1
"181",181,3,4,7,47,0,0,0,0,0,0.02,0,0,0,0.85,0.75,0.69
"182",182,3,4,8,48,0,0,0,0,0,0,0,0,0,0.75,1,1
"183",183,3,4,9,49,0,0,0,0,0,0,0,0,0,1,1,1
"184",184,3,4,10,50,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",185,3,4,11,51,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",186,3,4,12,52,0,0.05,0,0,0,0,0,0,0,0.9,0.65,0.59
"187",187,3,4,13,53,0,0,0,0,0,0,0,0,0,1,1,1
"188",188,3,5,1,54,0,0,0,0,0,0,0,0,0,0.73,1,1
"189",189,3,5,2,55,0,0,0,0,0,0,0,0,0,1,1,1
"190",190,3,5,3,56,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",191,3,5,4,57,0,0,0,0,0,0,0,0,0,1,1,1
"192",192,3,5,5,58,0,0,0,0,0,0,0,0,0,0.79,0.67,0.81
"193",193,3,5,6,59,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",194,3,5,7,60,0,0,0,0,0,0,0.06,0,0,1,1,1
"195",195,3,5,8,61,0,0,0,0,0,0,0,0,0,1,0.95,1
"196",196,3,5,9,62,0,0,0,0,0,0,0,0,NA,1,1,1
"197",197,3,5,10,63,0,0,0,0,0,0,0,0,0,1,1,1
"198",198,3,5,11,64,0,0,0,0,0,0,0,0,0,1,1,1
"199",199,3,5,12,65,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",200,3,5,13,66,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",201,3,5,14,67,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202",202,3,6,1,68,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",203,4,1,1,0,0,0,0.27,0.71,0.18,0.01,0.12,0,0,0.8,0.63,0.9
"204",204,4,1,2,1,0,0,0.25,0.2,0.07,0,0.06,0,0,0.8,0.61,0.9
"205",205,4,1,3,2,0,0.03,0.09,0.17,0,0,0.06,0.02,0,0.74,0.52,0.85
"206",206,4,1,4,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",207,4,1,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",208,4,2,1,5,0,0.02,0,0.05,0,0,0.06,0,0,0.93,0.78,0.69
"209",209,4,2,2,6,0,0,0,0.07,0,0,0,0,0,0.79,0.7,0.88
"210",210,4,2,3,7,0,0,0,0.17,0,0,0,0,0,0.8,0.7,0.8
"211",211,4,2,4,8,0,0,0.06,0.17,0,0,0,0,0,0.83,0.6,0.95
"212",212,4,2,5,9,0,0,0.01,0,0,0,0,0,0,0.62,0.58,0.85
"213",213,4,2,6,10,0,0.01,0,0,0,0.01,0,0.25,0,0.54,0.63,0.89
"214",214,4,2,7,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",215,4,2,8,12,0,0,0,0,0,0,0,0.16,0,0.72,0.6,0.9
"216",216,4,2,9,13,0,0,0,0,0,0,0,0,0,0.82,0.88,0.81
"217",217,4,2,10,14,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",218,4,2,11,15,0,0,0,0,0.01,0.02,0,0.01,0,0.87,0.9,0.84
"219",219,4,2,12,16,0,0,0,0,0,0,0,0.11,0,0.72,0.55,0.92
"220",220,4,2,13,17,0,0,0,0,0,0,0,0.12,0,0.62,0.42,0.75
"221",221,4,2,14,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",222,4,2,15,19,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",223,4,3,1,20,0,0,0,0,0.24,0,0,0,0,0.87,0.78,0.85
"224",224,4,3,2,21,0,0,0,0.01,0.29,0.01,0,0,0,0.8,0.69,0.82
"225",225,4,3,3,22,0,0,0,0,0.24,0.17,0.29,0.02,0.01,0.38,0.14,0.61
"226",226,4,3,4,23,0,0.13,0,0.06,0.19,0.2,0.19,0.17,0,0.67,0.56,0.67
"227",227,4,3,5,24,0,0.31,0.23,0,0.15,0.26,0,0.52,0,0.54,0.36,0.76
"228",228,4,3,6,25,0,0.09,0,0.22,0.17,0,0.16,0.17,0,0.68,0.58,0.79
"229",229,4,3,7,26,0,0,0,0,0.13,0,0,0.13,0,0.72,0.67,0.79
"230",230,4,3,8,27,0,0.01,0.02,0,0,0,0,0,0,0.79,0.61,0.8
"231",231,4,3,9,28,0,0,0.03,0.01,0.12,0,0,0,0,0.68,0.76,0.75
"232",232,4,3,10,29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",233,4,3,11,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",234,4,3,12,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",235,4,3,13,32,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",236,4,4,1,33,0,0,0.26,0.61,0.05,0,0.15,0,0,0.58,0.4,0.63
"237",237,4,4,2,34,0,0,0.13,0.37,0,0,0,0.1,0,0.56,0.44,0.78
"238",238,4,4,3,35,0,0,0,0.29,0.16,0,0,0.16,0,0.7,0.55,0.83
"239",239,4,4,4,36,0,0,0.01,0,0,0.22,0.15,0.13,0,0.61,0.6,0.81
"240",240,4,4,5,37,0,0,0,0,0,0,0.01,0.08,0,0.79,0.58,0.77
"241",241,4,4,6,38,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",242,4,4,7,39,0,0.23,0.24,0.17,0.11,0.19,0.13,0.24,0,0.63,0.61,0.8
"243",243,4,4,8,40,0,0.16,0.01,0.22,0.2,0,0,0.21,0,0.77,0.62,0.79
"244",244,4,4,9,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",245,4,4,10,42,0,0,0,0,0.21,0,0,0,0,1,1,0.89
"246",246,4,4,11,43,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",247,4,4,12,44,0,0,0,0,0.1,0,0,0,0,0.85,0.83,0.77
"248",248,4,4,13,45,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",249,4,4,14,46,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250",250,4,5,1,47,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",251,4,5,2,48,0,0.01,0,0,0.07,0,0,0.01,0,0.96,0.73,0.77
"252",252,4,5,3,49,0,0,0,0,0,0.01,0,0.16,0,0.69,0.61,0.88
"253",253,4,5,4,51,0,0,0,0,0,0,0,0,0,0.77,0.2,0.87
"254",254,4,5,5,52,0,0,0.64,0.58,0,0,0.23,0,0,0.67,0.37,0.76
"255",255,4,5,6,53,0,0,0,0,0.07,0,0,0,0,0.84,0.67,0.78
"256",256,4,5,7,54,0,0.01,0.19,0,0,0,0,0.05,0,0.79,0.71,0.85
"257",257,4,5,8,55,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",258,4,5,9,56,0,0,0,0,0,0,0,0,0,0.85,0.87,0.84
"259",259,4,5,10,57,0,0.21,0,0,0.32,0.12,0.31,0.08,0,0.78,0.69,0.75
"260",260,4,5,11,58,0,0.01,0,0,0.09,0,0,0.17,0,0.64,0.54,0.62
"261",261,4,5,12,59,0,0.06,0,0.26,0,0,0.01,0.19,0,0.7,0.35,0.81
"262",262,4,6,1,60,0,0,0.21,0.27,0,0,0,0.27,0,0.66,0.56,0.81
"263",263,4,6,2,61,0,0,0.65,0.63,0,0,0,0.04,0,0.61,0.4,0.66
"264",264,4,6,3,62,0,0,0.57,0.59,0.01,0.01,0.01,0.28,0,0.67,0.61,0.65
"265",265,4,6,4,63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",266,4,6,5,64,0,0,0.62,0.65,0,0,0.01,0.04,0,0.63,0.34,0.76
"267",267,4,6,6,65,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",268,4,6,7,66,0,0.05,0.19,0,0,0,0,0,0,0.68,0.66,0.81
"269",269,4,6,8,67,0,0.23,0,0,0,0.02,0.02,0.61,0,0.39,0.39,0.79
"270",270,4,6,9,68,0,0,0,0,0,0,0,0.05,0,0.62,0.58,0.75
"271",271,5,1,1,0,0,1,0,0.65,0,0.11,0,0.7,0.01,0.1,0.85,1
"272",272,5,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",273,5,1,3,2,0,0.4,0,0,0,0,0,0,0,0.7,0.85,0.9
"274",274,5,1,4,3,0,0,0,0.43,0,0,0,0,0.01,0.4,0.85,0.9
"275",275,5,1,5,4,0,0,0,0.2,0,0,0,0,0,0.5,0.75,0.9
"276",276,5,1,6,5,0,0,0,0.1,0,0,0,0,0,0.65,0.85,0.9
"277",277,5,1,7,6,0,0.15,0,0.3,0,0,0,0.4,0.01,0.45,0.85,0.85
"278",278,5,1,8,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279",279,5,1,9,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",280,5,2,1,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281",281,5,2,2,10,0,0,0,0,0,0,0,0,0,0.9,0.9,0.9
"282",282,5,2,3,11,0,0,0,0,0,0,0,0,0,0.4,0.6,0.9
"283",283,5,2,4,12,0,0,0,0,0,0,0,0,0,0.75,0.9,0.9
"284",284,5,2,5,13,0,0,0,0,0,0,0,0,0,0.7,0.85,0.9
"285",285,5,2,6,14,0,0,0,0,0,0,0,0,0,0.84,0.9,0.9
"286",286,5,2,7,15,0,0,0,0,0,0,0,0,0,0.8,0.85,0.9
"287",287,5,2,8,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288",288,5,2,9,17,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289",289,5,2,10,18,0,0,0,0,0,0,0,0,0,0.9,0.9,0.9
"290",290,5,2,11,19,0,0.2,0,0,0,0,0,0,0,0.75,0.9,0.9
"291",291,5,2,12,20,0,0,0,0,0,0,0,0.05,0,0.75,0.9,0.9
"292",292,5,2,13,21,0,0.75,0,0,0,0,0,0.15,0.01,0.5,0.75,0.9
"293",293,5,2,14,22,0,0,0,0.15,0,0,0,0,0,0.7,0.8,0.9
"294",294,5,3,1,23,0,0,0,0.2,0,0,0,0,0,0.76,0.88,0.9
"295",295,5,3,2,24,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296",296,5,3,3,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297",297,5,3,4,26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298",298,5,3,5,27,0,0,0,0,0,0,0,0,0,0.76,0.9,0.9
"299",299,5,3,6,28,0,0,0,0.2,0,0,0,0,0,0.8,0.8,0.9
